end_of_period,loan_number,region,country_code,country,borrower,guarantor_country_code,guarantor,loan_type,loan_status,interest_rate,currency_of_commitment,project_id,project_name_,original_principal_amount,cancelled_amount,undisbursed_amount,disbursed_amount,repaid_to_ibrd,due_to_ibrd,exchange_adjustment,borrowers_obligation,sold_3rd_party,repaid_3rd_party,due_3rd_party,loans_held,first_repayment_date,last_repayment_date,agreement_signing_date,board_approval_date,effective_date_most_recent,closed_date_most_recent,last_disbursement_date
31-Jan-2022,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Dec-2021,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
30-Nov-2021,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Oct-2021,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
30-Sep-2021,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Aug-2021,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Jul-2021,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
30-Jun-2021,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-May-2021,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
30-Apr-2021,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Mar-2021,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
28-Feb-2021,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Jan-2021,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Dec-2020,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
30-Nov-2020,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Oct-2020,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
30-Sep-2020,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Aug-2020,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Jul-2020,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
30-Jun-2020,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-May-2020,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
30-Apr-2020,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Mar-2020,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
29-Feb-2020,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Jan-2020,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Dec-2019,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
30-Nov-2019,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Oct-2019,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
30-Sep-2019,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Aug-2019,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Jul-2019,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
30-Jun-2019,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-May-2019,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
30-Apr-2019,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Mar-2019,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
28-Feb-2019,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Jan-2019,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Fully Repaid,4.25,,P037362,,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Dec-2018,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NPL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
30-Nov-2018,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Fully Repaid,4.25,,P037362,,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Oct-2018,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Fully Repaid,4.25,,P037362,,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
30-Sep-2018,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Fully Repaid,4.25,,P037362,,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Aug-2018,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Fully Repaid,4.25,,P037362,,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Jul-2018,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Fully Repaid,4.25,,P037362,,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
30-Jun-2018,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Fully Repaid,4.25,,P037362,,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-May-2018,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Fully Repaid,4.25,,P037362,,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
30-Apr-2018,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Fully Repaid,4.25,,P037362,,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Mar-2018,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Fully Repaid,4.25,,P037362,,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
28-Feb-2018,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Fully Repaid,4.25,,P037362,,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Jan-2018,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Fully Repaid,4.25,,P037362,,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Dec-2017,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Fully Repaid,4.25,,P037362,,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
30-Nov-2017,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Fully Repaid,,,P037362,,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Oct-2017,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Fully Repaid,4.25,,P037362,,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
30-Sep-2017,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Fully Repaid,4.25,,P037362,,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Aug-2017,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Fully Repaid,4.25,,P037362,,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Jul-2017,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Fully Repaid,4.25,,P037362,,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
30-Jun-2017,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-May-2017,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Fully Repaid,4.25,,P037362,,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
30-Apr-2017,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Mar-2017,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
28-Feb-2017,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Jan-2017,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Dec-2016,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
30-Nov-2016,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Oct-2016,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Fully Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
30-Sep-2016,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Aug-2016,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Jul-2016,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
30-Jun-2016,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-May-2016,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
30-Apr-2016,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Mar-2016,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
29-Feb-2016,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Jan-2016,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Dec-2015,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
30-Nov-2015,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
31-Oct-2015,IBRD00030,EUROPE AND CENTRAL ASIA,DK,Denmark,,,,NON POOL,Repaid,4.25,,P037362,RECONSTRUCTION,40000000.0,0.0,0,40000000.0,17771000.0,0,0.0,0.0,22229000.0,22229000.0,0,0,01-Feb-1953,01-Aug-1972,22-Aug-1947,22-Aug-1947,17-Oct-1947,31-Mar-1949,
